game_id,set_num,serving_player,player_1_points,player_2_points,player_1_games,player_2_games,player_1_sets,player_2_sets,match_winning_player
40,1,1,15,30,2,2,0,0,1
40,1,1,30,30,2,2,0,0,1
40,1,1,40,30,2,2,0,0,1
40,1,1,40,40,2,2,0,0,1
40,1,1,AD,40,2,2,0,0,1
40,1,1,40,40,2,2,0,0,1
40,1,1,AD,40,2,2,0,0,1
40,1,1,40,40,2,2,0,0,1
40,1,1,AD,40,2,2,0,0,1
40,1,2,0,0,3,2,0,0,1
40,1,2,15,0,3,2,0,0,1
40,1,2,15,15,3,2,0,0,1
40,1,2,30,15,3,2,0,0,1
40,1,2,30,30,3,2,0,0,1
40,1,2,30,40,3,2,0,0,1
40,1,1,0,0,3,3,0,0,1
40,1,1,0,15,3,3,0,0,1
40,1,1,15,15,3,3,0,0,1
40,1,1,15,30,3,3,0,0,1
40,1,1,30,30,3,3,0,0,1
40,1,1,40,30,3,3,0,0,1
40,1,2,0,0,4,3,0,0,1
40,1,2,0,15,4,3,0,0,1
40,1,2,15,15,4,3,0,0,1
40,1,2,30,15,4,3,0,0,1
40,1,2,30,30,4,3,0,0,1
40,1,2,40,30,4,3,0,0,1
40,1,1,0,0,5,3,0,0,1
40,1,1,15,0,5,3,0,0,1
40,1,1,30,0,5,3,0,0,1
40,1,1,30,15,5,3,0,0,1
40,1,1,40,15,5,3,0,0,1
40,1,1,40,30,5,3,0,0,1
40,2,2,0,0,0,0,1,0,1
40,2,2,0,15,0,0,1,0,1
40,2,2,0,30,0,0,1,0,1
40,2,2,0,40,0,0,1,0,1
40,2,1,0,0,0,1,1,0,1
40,2,1,0,15,0,1,1,0,1
40,2,1,15,15,0,1,1,0,1
40,2,1,30,15,0,1,1,0,1
40,2,1,40,15,0,1,1,0,1
40,2,2,0,0,1,1,1,0,1
40,2,2,15,0,1,1,1,0,1
40,2,2,30,0,1,1,1,0,1
40,2,2,30,15,1,1,1,0,1
40,2,2,30,30,1,1,1,0,1
40,2,2,40,30,1,1,1,0,1
40,2,1,0,0,2,1,1,0,1
40,2,1,15,0,2,1,1,0,1
40,2,1,30,0,2,1,1,0,1
40,2,1,30,15,2,1,1,0,1
40,2,1,40,15,2,1,1,0,1
40,2,2,0,0,3,1,1,0,1
40,2,2,0,15,3,1,1,0,1
40,2,2,0,30,3,1,1,0,1
40,2,2,15,30,3,1,1,0,1
40,2,2,15,40,3,1,1,0,1
40,2,2,30,40,3,1,1,0,1
40,2,2,40,40,3,1,1,0,1
40,2,2,AD,40,3,1,1,0,1
40,2,1,0,0,4,1,1,0,1
40,2,1,15,0,4,1,1,0,1
40,2,1,30,0,4,1,1,0,1
40,2,1,30,15,4,1,1,0,1
40,2,1,40,15,4,1,1,0,1
40,2,2,0,0,5,1,1,0,1
40,2,2,0,15,5,1,1,0,1
40,2,2,0,30,5,1,1,0,1
40,2,2,0,40,5,1,1,0,1
40,2,1,0,0,5,2,1,0,1
40,2,1,0,15,5,2,1,0,1
40,2,1,0,30,5,2,1,0,1
40,2,1,15,30,5,2,1,0,1
40,2,1,30,30,5,2,1,0,1
40,2,1,40,30,5,2,1,0,1
41,1,1,0,0,0,0,0,0,2
41,1,1,0,15,0,0,0,0,2
41,1,1,0,30,0,0,0,0,2
41,1,1,15,30,0,0,0,0,2
41,1,1,30,30,0,0,0,0,2
41,1,1,40,30,0,0,0,0,2
41,1,1,40,40,0,0,0,0,2
41,1,1,AD,40,0,0,0,0,2
41,1,2,0,0,1,0,0,0,2
41,1,2,15,0,1,0,0,0,2
41,1,2,30,0,1,0,0,0,2
41,1,2,30,15,1,0,0,0,2
41,1,2,30,30,1,0,0,0,2
41,1,2,30,40,1,0,0,0,2
41,1,1,0,0,1,1,0,0,2
41,1,1,15,0,1,1,0,0,2
41,1,1,15,15,1,1,0,0,2
41,1,1,30,15,1,1,0,0,2
41,1,1,30,30,1,1,0,0,2
41,1,1,30,40,1,1,0,0,2
41,1,2,0,0,1,2,0,0,2
41,1,2,15,0,1,2,0,0,2
41,1,2,15,15,1,2,0,0,2
41,1,2,15,30,1,2,0,0,2
41,1,2,15,40,1,2,0,0,2
41,1,1,0,0,1,3,0,0,2
41,1,1,15,0,1,3,0,0,2
41,1,1,30,0,1,3,0,0,2
41,1,1,30,15,1,3,0,0,2
41,1,1,30,30,1,3,0,0,2
41,1,1,30,40,1,3,0,0,2
41,1,2,0,0,1,4,0,0,2
41,1,2,15,0,1,4,0,0,2
41,1,2,15,15,1,4,0,0,2
41,1,2,30,15,1,4,0,0,2
41,1,2,30,30,1,4,0,0,2
41,1,2,40,30,1,4,0,0,2
41,1,2,40,40,1,4,0,0,2
41,1,2,AD,40,1,4,0,0,2
41,1,2,40,40,1,4,0,0,2
41,1,2,40,AD,1,4,0,0,2
41,1,1,0,0,1,5,0,0,2
41,1,1,0,15,1,5,0,0,2
41,1,1,0,30,1,5,0,0,2
41,1,1,15,30,1,5,0,0,2
41,1,1,30,30,1,5,0,0,2
41,1,1,40,30,1,5,0,0,2
41,1,2,0,0,2,5,0,0,2
41,1,2,0,15,2,5,0,0,2
41,1,2,15,15,2,5,0,0,2
41,1,2,15,30,2,5,0,0,2
41,1,2,15,40,2,5,0,0,2
41,2,1,0,0,0,0,0,1,2
41,2,1,15,0,0,0,0,1,2
41,2,1,15,15,0,0,0,1,2
41,2,1,30,15,0,0,0,1,2
41,2,1,40,15,0,0,0,1,2
41,2,2,0,0,1,0,0,1,2
41,2,2,15,0,1,0,0,1,2
41,2,2,15,15,1,0,0,1,2
41,2,2,15,30,1,0,0,1,2
41,2,2,15,40,1,0,0,1,2
41,2,2,30,40,1,0,0,1,2
41,2,1,0,0,1,1,0,1,2
41,2,1,0,15,1,1,0,1,2
41,2,1,15,15,1,1,0,1,2
41,2,1,30,15,1,1,0,1,2
41,2,1,30,30,1,1,0,1,2
41,2,1,30,40,1,1,0,1,2
41,2,1,40,40,1,1,0,1,2
41,2,1,AD,40,1,1,0,1,2
41,2,2,0,0,2,1,0,1,2
41,2,2,15,0,2,1,0,1,2
41,2,2,30,0,2,1,0,1,2
41,2,2,30,15,2,1,0,1,2
41,2,2,30,30,2,1,0,1,2
41,2,2,40,30,2,1,0,1,2
41,2,2,40,40,2,1,0,1,2
41,2,2,40,AD,2,1,0,1,2
41,2,2,40,40,2,1,0,1,2
41,2,2,AD,40,2,1,0,1,2
41,2,2,40,40,2,1,0,1,2
41,2,2,AD,40,2,1,0,1,2
41,2,2,40,40,2,1,0,1,2
41,2,2,AD,40,2,1,0,1,2
41,2,1,0,0,3,1,0,1,2
41,2,1,0,15,3,1,0,1,2
41,2,1,15,15,3,1,0,1,2
41,2,1,30,15,3,1,0,1,2
41,2,1,30,30,3,1,0,1,2
41,2,1,30,40,3,1,0,1,2
41,2,2,0,0,3,2,0,1,2
41,2,2,0,15,3,2,0,1,2
41,2,2,0,30,3,2,0,1,2
41,2,2,0,40,3,2,0,1,2
41,2,1,0,0,3,3,0,1,2
41,2,1,15,0,3,3,0,1,2
41,2,1,15,15,3,3,0,1,2
41,2,1,30,15,3,3,0,1,2
41,2,1,30,30,3,3,0,1,2
41,2,1,30,40,3,3,0,1,2
41,2,2,0,0,3,4,0,1,2
41,2,2,0,15,3,4,0,1,2
41,2,2,0,30,3,4,0,1,2
41,2,2,0,40,3,4,0,1,2
41,2,1,0,0,3,5,0,1,2
41,2,1,15,0,3,5,0,1,2
41,2,1,30,0,3,5,0,1,2
41,2,1,40,0,3,5,0,1,2
41,2,2,0,0,4,5,0,1,2
41,2,2,0,15,4,5,0,1,2
41,2,2,15,15,4,5,0,1,2
41,2,2,15,30,4,5,0,1,2
41,2,2,15,40,4,5,0,1,2
41,2,2,30,40,4,5,0,1,2
42,1,1,0,0,0,0,0,0,1
42,1,1,0,15,0,0,0,0,1
42,1,1,15,15,0,0,0,0,1
42,1,1,15,30,0,0,0,0,1
42,1,1,15,40,0,0,0,0,1
42,1,1,30,40,0,0,0,0,1
42,1,2,0,0,0,1,0,0,1
42,1,2,0,15,0,1,0,0,1
42,1,2,0,30,0,1,0,0,1
42,1,2,15,30,0,1,0,0,1
42,1,2,15,40,0,1,0,0,1
42,1,1,0,0,0,2,0,0,1
42,1,1,0,15,0,2,0,0,1
42,1,1,15,15,0,2,0,0,1
42,1,1,30,15,0,2,0,0,1
42,1,1,40,15,0,2,0,0,1
42,1,1,40,30,0,2,0,0,1
42,1,2,0,0,1,2,0,0,1
42,1,2,15,0,1,2,0,0,1
42,1,2,30,0,1,2,0,0,1
42,1,2,30,15,1,2,0,0,1
42,1,2,30,30,1,2,0,0,1
42,1,2,40,30,1,2,0,0,1
42,1,2,40,40,1,2,0,0,1
42,1,2,40,AD,1,2,0,0,1
42,1,2,40,40,1,2,0,0,1
42,1,2,40,AD,1,2,0,0,1
42,1,2,40,40,1,2,0,0,1
42,1,2,AD,40,1,2,0,0,1
42,1,2,40,40,1,2,0,0,1
42,1,2,AD,40,1,2,0,0,1
42,1,1,0,0,2,2,0,0,1
42,1,1,0,15,2,2,0,0,1
42,1,1,15,15,2,2,0,0,1
42,1,1,30,15,2,2,0,0,1
42,1,1,40,15,2,2,0,0,1
42,1,1,40,30,2,2,0,0,1
42,1,2,0,0,3,2,0,0,1
42,1,2,0,15,3,2,0,0,1
42,1,2,0,30,3,2,0,0,1
42,1,2,15,30,3,2,0,0,1
42,1,2,15,40,3,2,0,0,1
42,1,2,30,40,3,2,0,0,1
42,1,2,40,40,3,2,0,0,1
42,1,2,40,AD,3,2,0,0,1
42,1,2,40,40,3,2,0,0,1
42,1,2,AD,40,3,2,0,0,1
42,1,1,0,0,4,2,0,0,1
42,1,1,15,0,4,2,0,0,1
42,1,1,30,0,4,2,0,0,1
42,1,1,30,15,4,2,0,0,1
42,1,1,40,15,4,2,0,0,1
42,1,2,0,0,5,2,0,0,1
42,1,2,0,15,5,2,0,0,1
42,1,2,15,15,5,2,0,0,1
42,1,2,15,30,5,2,0,0,1
42,1,2,15,40,5,2,0,0,1
42,1,1,0,0,5,3,0,0,1
42,1,1,15,0,5,3,0,0,1
42,1,1,15,15,5,3,0,0,1
42,1,1,30,15,5,3,0,0,1
42,1,1,40,15,5,3,0,0,1
42,2,2,0,0,0,0,1,0,1
42,2,2,15,0,0,0,1,0,1
42,2,2,30,0,0,0,1,0,1
42,2,2,40,0,0,0,1,0,1
42,2,2,40,15,0,0,1,0,1
42,2,2,40,30,0,0,1,0,1
42,2,2,40,40,0,0,1,0,1
42,2,2,40,AD,0,0,1,0,1
42,2,2,40,40,0,0,1,0,1
42,2,2,AD,40,0,0,1,0,1
42,2,1,0,0,1,0,1,0,1
42,2,1,0,15,1,0,1,0,1
42,2,1,15,15,1,0,1,0,1
42,2,1,30,15,1,0,1,0,1
42,2,1,30,30,1,0,1,0,1
42,2,1,40,30,1,0,1,0,1
42,2,2,0,0,2,0,1,0,1
42,2,2,0,15,2,0,1,0,1
42,2,2,0,30,2,0,1,0,1
42,2,2,15,30,2,0,1,0,1
42,2,2,30,30,2,0,1,0,1
42,2,2,40,30,2,0,1,0,1
42,2,1,0,0,3,0,1,0,1
42,2,1,0,15,3,0,1,0,1
42,2,1,0,30,3,0,1,0,1
42,2,1,15,30,3,0,1,0,1
42,2,1,30,30,3,0,1,0,1
42,2,1,40,30,3,0,1,0,1
42,2,2,0,0,4,0,1,0,1
42,2,2,15,0,4,0,1,0,1
42,2,2,15,15,4,0,1,0,1
42,2,2,30,15,4,0,1,0,1
42,2,2,40,15,4,0,1,0,1
42,2,1,0,0,5,0,1,0,1
42,2,1,15,0,5,0,1,0,1
42,2,1,30,0,5,0,1,0,1
42,2,1,40,0,5,0,1,0,1
42,2,1,40,15,5,0,1,0,1
43,1,1,0,0,0,0,0,0,2
43,1,1,15,0,0,0,0,0,2
43,1,1,15,15,0,0,0,0,2
43,1,1,30,15,0,0,0,0,2
43,1,1,40,15,0,0,0,0,2
43,1,1,40,30,0,0,0,0,2
43,1,2,0,0,1,0,0,0,2
43,1,2,15,0,1,0,0,0,2
43,1,2,15,15,1,0,0,0,2
43,1,2,15,30,1,0,0,0,2
43,1,2,15,40,1,0,0,0,2
43,1,1,0,0,1,1,0,0,2
43,1,1,15,0,1,1,0,0,2
43,1,1,15,15,1,1,0,0,2
43,1,1,15,30,1,1,0,0,2
43,1,1,30,30,1,1,0,0,2
43,1,1,40,30,1,1,0,0,2
43,1,2,0,0,2,1,0,0,2
43,1,2,15,0,2,1,0,0,2
43,1,2,30,0,2,1,0,0,2
43,1,2,40,0,2,1,0,0,2
43,1,2,40,15,2,1,0,0,2
43,1,2,40,30,2,1,0,0,2
43,1,2,40,40,2,1,0,0,2
43,1,2,AD,40,2,1,0,0,2
43,1,2,40,40,2,1,0,0,2
43,1,2,40,AD,2,1,0,0,2
43,1,1,0,0,2,2,0,0,2
43,1,1,0,15,2,2,0,0,2
43,1,1,0,30,2,2,0,0,2
43,1,1,15,30,2,2,0,0,2
43,1,1,15,40,2,2,0,0,2
43,1,1,30,40,2,2,0,0,2
43,1,2,0,0,2,3,0,0,2
43,1,2,15,0,2,3,0,0,2
43,1,2,15,15,2,3,0,0,2
43,1,2,30,15,2,3,0,0,2
43,1,2,30,30,2,3,0,0,2
43,1,2,30,40,2,3,0,0,2
43,1,2,40,40,2,3,0,0,2
43,1,2,AD,40,2,3,0,0,2
43,1,2,40,40,2,3,0,0,2
43,1,2,40,AD,2,3,0,0,2
43,1,2,40,40,2,3,0,0,2
43,1,2,AD,40,2,3,0,0,2
43,1,2,40,40,2,3,0,0,2
43,1,2,40,AD,2,3,0,0,2
43,1,1,0,0,2,4,0,0,2
43,1,1,0,15,2,4,0,0,2
43,1,1,0,30,2,4,0,0,2
43,1,1,0,40,2,4,0,0,2
43,1,2,0,0,2,5,0,0,2
43,1,2,15,0,2,5,0,0,2
43,1,2,30,0,2,5,0,0,2
43,1,2,30,15,2,5,0,0,2
43,1,2,30,30,2,5,0,0,2
43,1,2,30,40,2,5,0,0,2
43,1,2,40,40,2,5,0,0,2
43,1,2,40,AD,2,5,0,0,2
43,2,1,0,0,0,0,0,1,2
43,2,1,0,15,0,0,0,1,2
43,2,1,15,15,0,0,0,1,2
43,2,1,30,15,0,0,0,1,2
43,2,1,30,30,0,0,0,1,2
43,2,1,30,40,0,0,0,1,2
43,2,2,0,0,0,1,0,1,2
43,2,2,15,0,0,1,0,1,2
43,2,2,15,15,0,1,0,1,2
43,2,2,15,30,0,1,0,1,2
43,2,2,30,30,0,1,0,1,2
43,2,2,30,40,0,1,0,1,2
43,2,2,40,40,0,1,0,1,2
43,2,2,40,AD,0,1,0,1,2
43,2,2,40,40,0,1,0,1,2
43,2,2,AD,40,0,1,0,1,2
43,2,2,40,40,0,1,0,1,2
43,2,2,AD,40,0,1,0,1,2
43,2,2,40,40,0,1,0,1,2
43,2,2,AD,40,0,1,0,1,2
43,2,2,40,40,0,1,0,1,2
43,2,2,AD,40,0,1,0,1,2
43,2,2,40,40,0,1,0,1,2
43,2,2,AD,40,0,1,0,1,2
43,2,2,40,40,0,1,0,1,2
43,2,2,AD,40,0,1,0,1,2
43,2,2,40,40,0,1,0,1,2
43,2,2,40,AD,0,1,0,1,2
43,2,1,0,0,0,2,0,1,2
43,2,1,0,15,0,2,0,1,2
43,2,1,0,30,0,2,0,1,2
43,2,1,15,30,0,2,0,1,2
43,2,1,30,30,0,2,0,1,2
43,2,1,40,30,0,2,0,1,2
43,2,2,0,0,1,2,0,1,2
43,2,2,0,15,1,2,0,1,2
43,2,2,0,30,1,2,0,1,2
43,2,2,0,40,1,2,0,1,2
43,2,2,15,40,1,2,0,1,2
43,2,1,0,0,1,3,0,1,2
43,2,1,15,0,1,3,0,1,2
43,2,1,30,0,1,3,0,1,2
43,2,1,40,0,1,3,0,1,2
43,2,2,0,0,2,3,0,1,2
43,2,2,0,15,2,3,0,1,2
43,2,2,15,15,2,3,0,1,2
43,2,2,15,30,2,3,0,1,2
43,2,2,30,30,2,3,0,1,2
43,2,2,30,40,2,3,0,1,2
43,2,2,40,40,2,3,0,1,2
43,2,2,40,AD,2,3,0,1,2
43,2,1,0,0,2,4,0,1,2
43,2,1,15,0,2,4,0,1,2
43,2,1,30,0,2,4,0,1,2
43,2,1,40,0,2,4,0,1,2
43,2,1,40,15,2,4,0,1,2
43,2,2,0,0,3,4,0,1,2
43,2,2,15,0,3,4,0,1,2
43,2,2,15,15,3,4,0,1,2
43,2,2,30,15,3,4,0,1,2
43,2,2,30,30,3,4,0,1,2
43,2,2,40,30,3,4,0,1,2
43,2,2,40,40,3,4,0,1,2
43,2,2,40,AD,3,4,0,1,2
43,2,2,40,40,3,4,0,1,2
43,2,2,40,AD,3,4,0,1,2
43,2,1,0,0,3,5,0,1,2
43,2,1,15,0,3,5,0,1,2
43,2,1,30,0,3,5,0,1,2
43,2,1,40,0,3,5,0,1,2
43,2,2,0,0,4,5,0,1,2
43,2,2,15,0,4,5,0,1,2
43,2,2,15,15,4,5,0,1,2
43,2,2,15,30,4,5,0,1,2
43,2,2,15,40,4,5,0,1,2
44,1,1,0,0,0,0,0,0,1
44,1,1,15,0,0,0,0,0,1
44,1,1,15,15,0,0,0,0,1
44,1,1,15,30,0,0,0,0,1
44,1,1,30,30,0,0,0,0,1
44,1,1,40,30,0,0,0,0,1
44,1,2,0,0,1,0,0,0,1
44,1,2,0,15,1,0,0,0,1
44,1,2,15,15,1,0,0,0,1
44,1,2,15,30,1,0,0,0,1
44,1,2,30,30,1,0,0,0,1
44,1,2,40,30,1,0,0,0,1
44,1,2,40,40,1,0,0,0,1
44,1,2,40,AD,1,0,0,0,1
44,1,1,0,0,1,1,0,0,1
44,1,1,15,0,1,1,0,0,1
44,1,1,15,15,1,1,0,0,1
44,1,1,15,30,1,1,0,0,1
44,1,1,30,30,1,1,0,0,1
44,1,1,40,30,1,1,0,0,1
44,1,2,0,0,2,1,0,0,1
44,1,2,0,15,2,1,0,0,1
44,1,2,0,30,2,1,0,0,1
44,1,2,0,40,2,1,0,0,1
44,1,2,15,40,2,1,0,0,1
44,1,1,0,0,2,2,0,0,1
44,1,1,15,0,2,2,0,0,1
44,1,1,30,0,2,2,0,0,1
44,1,1,30,15,2,2,0,0,1
44,1,1,30,30,2,2,0,0,1
44,1,1,40,30,2,2,0,0,1
44,1,1,40,40,2,2,0,0,1
44,1,1,40,AD,2,2,0,0,1
44,1,1,40,40,2,2,0,0,1
44,1,1,AD,40,2,2,0,0,1
44,1,1,40,40,2,2,0,0,1
44,1,1,AD,40,2,2,0,0,1
44,1,2,0,0,3,2,0,0,1
44,1,2,0,15,3,2,0,0,1
44,1,2,15,15,3,2,0,0,1
44,1,2,15,30,3,2,0,0,1
44,1,2,30,30,3,2,0,0,1
44,1,2,40,30,3,2,0,0,1
44,1,2,40,40,3,2,0,0,1
44,1,2,40,AD,3,2,0,0,1
44,1,1,0,0,3,3,0,0,1
44,1,1,15,0,3,3,0,0,1
44,1,1,30,0,3,3,0,0,1
44,1,1,40,0,3,3,0,0,1
44,1,1,40,15,3,3,0,0,1
44,1,1,40,30,3,3,0,0,1
44,1,2,0,0,4,3,0,0,1
44,1,2,0,15,4,3,0,0,1
44,1,2,0,30,4,3,0,0,1
44,1,2,15,30,4,3,0,0,1
44,1,2,30,30,4,3,0,0,1
44,1,2,30,40,4,3,0,0,1
44,1,1,0,0,4,4,0,0,1
44,1,1,0,15,4,4,0,0,1
44,1,1,15,15,4,4,0,0,1
44,1,1,30,15,4,4,0,0,1
44,1,1,40,15,4,4,0,0,1
44,1,1,40,30,4,4,0,0,1
44,1,2,0,0,5,4,0,0,1
44,1,2,0,15,5,4,0,0,1
44,1,2,0,30,5,4,0,0,1
44,1,2,15,30,5,4,0,0,1
44,1,2,30,30,5,4,0,0,1
44,1,2,40,30,5,4,0,0,1
44,1,2,40,40,5,4,0,0,1
44,1,2,40,AD,5,4,0,0,1
44,1,2,40,40,5,4,0,0,1
44,1,2,AD,40,5,4,0,0,1
44,2,1,0,0,0,0,1,0,1
44,2,1,15,0,0,0,1,0,1
44,2,1,15,15,0,0,1,0,1
44,2,1,30,15,0,0,1,0,1
44,2,1,30,30,0,0,1,0,1
44,2,1,40,30,0,0,1,0,1
44,2,1,40,40,0,0,1,0,1
44,2,1,AD,40,0,0,1,0,1
44,2,2,0,0,1,0,1,0,1
44,2,2,0,15,1,0,1,0,1
44,2,2,0,30,1,0,1,0,1
44,2,2,0,40,1,0,1,0,1
44,2,2,15,40,1,0,1,0,1
44,2,1,0,0,1,1,1,0,1
44,2,1,15,0,1,1,1,0,1
44,2,1,30,0,1,1,1,0,1
44,2,1,30,15,1,1,1,0,1
44,2,1,40,15,1,1,1,0,1
44,2,2,0,0,2,1,1,0,1
44,2,2,0,15,2,1,1,0,1
44,2,2,0,30,2,1,1,0,1
44,2,2,15,30,2,1,1,0,1
44,2,2,15,40,2,1,1,0,1
44,2,1,0,0,2,2,1,0,1
44,2,1,15,0,2,2,1,0,1
44,2,1,15,15,2,2,1,0,1
44,2,1,15,30,2,2,1,0,1
44,2,1,30,30,2,2,1,0,1
44,2,1,40,30,2,2,1,0,1
44,2,2,0,0,3,2,1,0,1
44,2,2,0,15,3,2,1,0,1
44,2,2,15,15,3,2,1,0,1
44,2,2,30,15,3,2,1,0,1
44,2,2,40,15,3,2,1,0,1
44,2,2,40,30,3,2,1,0,1
44,2,1,0,0,4,2,1,0,1
44,2,1,15,0,4,2,1,0,1
44,2,1,30,0,4,2,1,0,1
44,2,1,40,0,4,2,1,0,1
44,2,1,40,15,4,2,1,0,1
44,2,2,0,0,5,2,1,0,1
44,2,2,0,15,5,2,1,0,1
44,2,2,0,30,5,2,1,0,1
44,2,2,15,30,5,2,1,0,1
44,2,2,15,40,5,2,1,0,1
44,2,1,0,0,5,3,1,0,1
44,2,1,15,0,5,3,1,0,1
44,2,1,15,15,5,3,1,0,1
44,2,1,15,30,5,3,1,0,1
44,2,1,30,30,5,3,1,0,1
44,2,1,40,30,5,3,1,0,1
44,2,1,40,40,5,3,1,0,1
44,2,1,40,AD,5,3,1,0,1
44,2,1,40,40,5,3,1,0,1
44,2,1,AD,40,5,3,1,0,1
45,1,1,0,0,0,0,0,0,1
45,1,1,0,15,0,0,0,0,1
45,1,1,15,15,0,0,0,0,1
45,1,1,30,15,0,0,0,0,1
45,1,1,40,15,0,0,0,0,1
45,1,1,40,30,0,0,0,0,1
45,1,2,0,0,1,0,0,0,1
45,1,2,0,15,1,0,0,0,1
45,1,2,15,15,1,0,0,0,1
45,1,2,15,30,1,0,0,0,1
45,1,2,30,30,1,0,0,0,1
45,1,2,30,40,1,0,0,0,1
45,1,2,40,40,1,0,0,0,1
45,1,2,40,AD,1,0,0,0,1
45,1,2,40,40,1,0,0,0,1
45,1,2,AD,40,1,0,0,0,1
45,1,2,40,40,1,0,0,0,1
45,1,2,AD,40,1,0,0,0,1
45,1,2,40,40,1,0,0,0,1
45,1,2,40,AD,1,0,0,0,1
45,1,2,40,40,1,0,0,0,1
45,1,2,40,AD,1,0,0,0,1
45,1,2,40,40,1,0,0,0,1
45,1,2,AD,40,1,0,0,0,1
45,1,2,40,40,1,0,0,0,1
45,1,2,AD,40,1,0,0,0,1
45,1,2,40,40,1,0,0,0,1
45,1,2,AD,40,1,0,0,0,1
45,1,1,0,0,2,0,0,0,1
45,1,1,15,0,2,0,0,0,1
45,1,1,30,0,2,0,0,0,1
45,1,1,30,15,2,0,0,0,1
45,1,1,40,15,2,0,0,0,1
45,1,2,0,0,3,0,0,0,1
45,1,2,0,15,3,0,0,0,1
45,1,2,15,15,3,0,0,0,1
45,1,2,15,30,3,0,0,0,1
45,1,2,30,30,3,0,0,0,1
45,1,2,30,40,3,0,0,0,1
45,1,1,0,0,3,1,0,0,1
45,1,1,15,0,3,1,0,0,1
45,1,1,30,0,3,1,0,0,1
45,1,1,40,0,3,1,0,0,1
45,1,2,0,0,4,1,0,0,1
45,1,2,15,0,4,1,0,0,1
45,1,2,15,15,4,1,0,0,1
45,1,2,30,15,4,1,0,0,1
45,1,2,40,15,4,1,0,0,1
45,1,1,0,0,5,1,0,0,1
45,1,1,15,0,5,1,0,0,1
45,1,1,15,15,5,1,0,0,1
45,1,1,30,15,5,1,0,0,1
45,1,1,40,15,5,1,0,0,1
45,2,2,0,0,0,0,1,0,1
45,2,2,15,0,0,0,1,0,1
45,2,2,30,0,0,0,1,0,1
45,2,2,40,0,0,0,1,0,1
45,2,2,40,15,0,0,1,0,1
45,2,2,40,30,0,0,1,0,1
45,2,1,0,0,1,0,1,0,1
45,2,1,0,15,1,0,1,0,1
45,2,1,0,30,1,0,1,0,1
45,2,1,15,30,1,0,1,0,1
45,2,1,30,30,1,0,1,0,1
45,2,1,40,30,1,0,1,0,1
45,2,2,0,0,2,0,1,0,1
45,2,2,15,0,2,0,1,0,1
45,2,2,15,15,2,0,1,0,1
45,2,2,30,15,2,0,1,0,1
45,2,2,30,30,2,0,1,0,1
45,2,2,30,40,2,0,1,0,1
45,2,2,40,40,2,0,1,0,1
45,2,2,40,AD,2,0,1,0,1
45,2,1,0,0,2,1,1,0,1
45,2,1,0,15,2,1,1,0,1
45,2,1,0,30,2,1,1,0,1
45,2,1,15,30,2,1,1,0,1
45,2,1,30,30,2,1,1,0,1
45,2,1,30,40,2,1,1,0,1
45,2,2,0,0,2,2,1,0,1
45,2,2,0,15,2,2,1,0,1
45,2,2,0,30,2,2,1,0,1
45,2,2,15,30,2,2,1,0,1
45,2,2,15,40,2,2,1,0,1
45,2,1,0,0,2,3,1,0,1
45,2,1,15,0,2,3,1,0,1
45,2,1,30,0,2,3,1,0,1
45,2,1,40,0,2,3,1,0,1
45,2,2,0,0,3,3,1,0,1
45,2,2,15,0,3,3,1,0,1
45,2,2,30,0,3,3,1,0,1
45,2,2,40,0,3,3,1,0,1
45,2,1,0,0,4,3,1,0,1
45,2,1,15,0,4,3,1,0,1
45,2,1,30,0,4,3,1,0,1
45,2,1,40,0,4,3,1,0,1
45,2,2,0,0,5,3,1,0,1
45,2,2,0,15,5,3,1,0,1
45,2,2,15,15,5,3,1,0,1
45,2,2,15,30,5,3,1,0,1
45,2,2,15,40,5,3,1,0,1
45,2,2,30,40,5,3,1,0,1
45,2,2,40,40,5,3,1,0,1
45,2,2,40,AD,5,3,1,0,1
45,2,2,40,40,5,3,1,0,1
45,2,2,AD,40,5,3,1,0,1
45,2,2,40,40,5,3,1,0,1
45,2,2,AD,40,5,3,1,0,1
46,1,1,0,0,0,0,0,0,2
46,1,1,15,0,0,0,0,0,2
46,1,1,30,0,0,0,0,0,2
46,1,1,40,0,0,0,0,0,2
46,1,1,40,15,0,0,0,0,2
46,1,2,0,0,1,0,0,0,2
46,1,2,15,0,1,0,0,0,2
46,1,2,15,15,1,0,0,0,2
46,1,2,15,30,1,0,0,0,2
46,1,2,15,40,1,0,0,0,2
46,1,1,0,0,1,1,0,0,2
46,1,1,15,0,1,1,0,0,2
46,1,1,30,0,1,1,0,0,2
46,1,1,40,0,1,1,0,0,2
46,1,2,0,0,2,1,0,0,2
46,1,2,0,15,2,1,0,0,2
46,1,2,0,30,2,1,0,0,2
46,1,2,15,30,2,1,0,0,2
46,1,2,30,30,2,1,0,0,2
46,1,2,30,40,2,1,0,0,2
46,1,2,40,40,2,1,0,0,2
46,1,2,AD,40,2,1,0,0,2
46,1,2,40,40,2,1,0,0,2
46,1,2,40,AD,2,1,0,0,2
46,1,1,0,0,2,2,0,0,2
46,1,1,0,15,2,2,0,0,2
46,1,1,0,30,2,2,0,0,2
46,1,1,0,40,2,2,0,0,2
46,1,1,15,40,2,2,0,0,2
46,1,1,30,40,2,2,0,0,2
46,1,2,0,0,2,3,0,0,2
46,1,2,15,0,2,3,0,0,2
46,1,2,15,15,2,3,0,0,2
